Species,Genus,Sub-family,Family,Order
muntjak,Muntiacus,,Cervidae,Artiodactyla
putaoensis,Muntiacus,,Cervidae,Artiodactyla
reevesi,Muntiacus,,Cervidae,Artiodactyla
vaginalis,Muntiacus,,Cervidae,Artiodactyla
altaica,Mustela,Mustelinae,Mustelidae,Carnivora
erminea,Mustela,Mustelinae,Mustelidae,Carnivora
itatsi,Mustela,Mustelinae,Mustelidae,Carnivora
kathiah,Mustela,Mustelinae,Mustelidae,Carnivora
lutreola,Mustela,Mustelinae,Mustelidae,Carnivora
nigripes,Mustela,Mustelinae,Mustelidae,Carnivora
nivalis,Mustela,Mustelinae,Mustelidae,Carnivora
putorius,Mustela,Mustelinae,Mustelidae,Carnivora
richardsonii,Mustela,Mustelinae,Mustelidae,Carnivora
sibirica,Mustela,Mustelinae,Mustelidae,Carnivora
vison,Mustela,Mustelinae,Mustelidae,Carnivora
darwinii,Mylodon,,Mylodontidae,Pilosa
coypus,Myocastor,,Myocastoridae,Rodentia
glareolus,Myodes,,Cricetidae,Rodentia
rutilus,Myodes,,Cricetidae,Rodentia
atacamensis,Myotis,,Vespertilionidae,Chiroptera
aurascens,Myotis,,Vespertilionidae,Chiroptera
bechsteinii,Myotis,,Vespertilionidae,Chiroptera
blythii,Myotis,,Vespertilionidae,Chiroptera
bombinus,Myotis,,Vespertilionidae,Chiroptera
brandtii,Myotis,,Vespertilionidae,Chiroptera
californicus,Myotis,,Vespertilionidae,Chiroptera
daubentonii,Myotis,,Vespertilionidae,Chiroptera
davidii,Myotis,,Vespertilionidae,Chiroptera
dominicensis,Myotis,,Vespertilionidae,Chiroptera
findleyi,Myotis,,Vespertilionidae,Chiroptera
frater,Myotis,,Vespertilionidae,Chiroptera
ikonnikovi,Myotis,,Vespertilionidae,Chiroptera
leibii,Myotis,,Vespertilionidae,Chiroptera
lucifugus,Myotis,,Vespertilionidae,Chiroptera
martiniquensis,Myotis,,Vespertilionidae,Chiroptera
muricola,Myotis,,Vespertilionidae,Chiroptera
myotis,Myotis,,Vespertilionidae,Chiroptera
nattereri,Myotis,,Vespertilionidae,Chiroptera
nigricans,Myotis,,Vespertilionidae,Chiroptera
occultus,Myotis,,Vespertilionidae,Chiroptera
pilosus,Myotis,,Vespertilionidae,Chiroptera
planiceps,Myotis,,Vespertilionidae,Chiroptera
riparius,Myotis,,Vespertilionidae,Chiroptera
septentrionalis,Myotis,,Vespertilionidae,Chiroptera
velifer,Myotis,,Vespertilionidae,Chiroptera
vivesi,Myotis,,Vespertilionidae,Chiroptera
yumanensis,Myotis,,Vespertilionidae,Chiroptera
balearicus,Myotragus,Antilopinae,Bovidae,Artiodactyla
goral,Naemorhedus,,Bovidae,Artiodactyla
griseus,Naemorhedus,,Bovidae,Artiodactyla
binotata,Nandinia,,Nandiniidae,Carnivora
dama,Nanger,Antilopinae,Bovidae,Artiodactyla
granti,Nanger,Antilopinae,Bovidae,Artiodactyla
soemmerringii,Nanger,Antilopinae,Bovidae,Artiodactyla
galili,Nannospalax,,Muridae,Rodentia
leucodon,Nannospalax,,Muridae,Rodentia
nehringi,Nannospalax,,Muridae,Rodentia
turcicus,Nannospalax,,Muridae,Rodentia
veldkampii,Nanonycteris,,Pteropodidae,Chiroptera
liaoruii,Neodon,,Cricetidae,Rodentia
medogensis,Neodon,,Cricetidae,Rodentia
shergylaensis,Neodon,,Cricetidae,Rodentia
sikimensis,Neodon,,Cricetidae,Rodentia
americana,Neoepinnula,,Gempylidae,Perciformes
felipei,Neogale,,Mustelidae,Carnivora
vison,Neogale,,Mustelidae,Carnivora
phocaenoides,Neophocaena,,Phocoenidae,Cetacea
sunameri,Neophocaena,,Phocoenidae,Cetacea
fuscipes,Neotoma,,Cricetidae,Rodentia
macrotis,Neotoma,,Cricetidae,Rodentia
batesi,Neotragus,,Bovidae,Artiodactyla
moschatus,Neotragus,,Bovidae,Artiodactyla
hidalgo,Nesiotites,,Soricidae,Soricomorpha
andersoni,Niviventer,,Muridae,Rodentia
confucianus,Niviventer,,Muridae,Rodentia
cremoriventer,Niviventer,,Muridae,Rodentia
excelsior,Niviventer,,Muridae,Rodentia
lotipes,Niviventer,,Muridae,Rodentia
procyonoides,Nyctereutes,,Canidae,Carnivora
femorosaccus,Nyctinomops,,Molossidae,Chiroptera
macrotis,Nyctinomops,,Molossidae,Chiroptera
collaris,Ochotona,,Ochotonidae,Lagomorpha
himalayana,Ochotona,,Ochotonidae,Lagomorpha
huangensis,Ochotona,,Ochotonidae,Lagomorpha
nubrica,Ochotona,,Ochotonidae,Lagomorpha
sikimaria,Ochotona,,Ochotonidae,Lagomorpha
thibetana,Ochotona,,Ochotonidae,Lagomorpha
rosmarus,Odobenus,,Odobenidae,Carnivora
hemionus,Odocoileus,,Cervidae,Artiodactyla
virginianus,Odocoileus,,Cervidae,Artiodactyla
torridus,Onychomys,,Cricetidae,Rodentia
mizura,Oreoscaptor,Talpinae,Talpidae,Soricomorpha
beisa,Oryx,Hippotraginae,Bovidae,Artiodactyla
dammah,Oryx,Hippotraginae,Bovidae,Artiodactyla
gazella,Oryx,Hippotraginae,Bovidae,Artiodactyla
banderanus,Osgoodomys,Neotominae,Cricetidae,Rodentia
byronia,Otaria,,Otariidae,Carnivora
manul,Otocolobus,,Felidae,Carnivora
madagascariensis,Otomops,,Molossidae,Chiroptera
martiensseni,Otomops,,Molossidae,Chiroptera
typus,Otomys,,Muridae,Rodentia
aries,Ovis,,Bovidae,Artiodactyla
nivicola,Ovis,,Bovidae,Artiodactyla
feii,Pachytriton,,Salamandridae,Caudata
muscorum,Palawanosorex,,Soricidae,Soricomorpha
leo,Panthera,,Felidae,Carnivora
onca,Panthera,,Felidae,Carnivora
pardus,Panthera,,Felidae,Carnivora
tigris,Panthera,,Felidae,Carnivora
griselda,Pantherina,Soricinae,Soricidae,Eulipotyphla
griselda,Parablarinella,Soricinae,Soricidae,Soricomorpha
schoutedeni,Paracrocidura,,Soricidae,Soricomorpha
hermaphroditus,Paradoxurus,Paradoxurinae,Viverridae,Carnivora
brunnea,Parahyaena,,Hyaenidae,Carnivora
choirocephalus,Paramonacanthus,,Monacanthidae,Tetraodontiformes
sulcatus,Paramonacanthus,,Monacanthidae,Tetraodontiformes
marmorata,Pardofelis,,Felidae,Carnivora
plumbea,Patagioenas,,Columbidae,Columbiformes
punctatus,Pattonomys,Echimyinae,Echimyidae,Rodentia
semivillosus,Pattonomys,Echimyinae,Echimyidae,Rodentia
tajacu,Pecari,,Tayassuidae,Artiodactyla
cantorii,Pelochelys,,Trionychidae,Testudines
furnessi,Pentalagus,,Leporidae,Lagomorpha
glenii,Perccottus,,Odontobutidae,Perciformes
attwateri,Peromyscus,,Cricetidae,Rodentia
boylii,Peromyscus,,Cricetidae,Rodentia
californicus,Peromyscus,,Cricetidae,Rodentia
crinitus,Peromyscus,,Cricetidae,Rodentia
eremicus,Peromyscus,,Cricetidae,Rodentia
fraterculus,Peromyscus,,Cricetidae,Rodentia
hooperi,Peromyscus,,Cricetidae,Rodentia
leucopus,Peromyscus,,Cricetidae,Rodentia
maniculatus,Peromyscus,,Cricetidae,Rodentia
mayensis,Peromyscus,,Cricetidae,Rodentia
megalops,Peromyscus,,Cricetidae,Rodentia
mekisturus,Peromyscus,,Cricetidae,Rodentia
merriami,Peromyscus,,Cricetidae,Rodentia
nasutus,Peromyscus,,Cricetidae,Rodentia
ochraventer,Peromyscus,,Cricetidae,Rodentia
polionotus,Peromyscus,,Cricetidae,Rodentia
spicilegus,Peromyscus,,Cricetidae,Rodentia
stephani,Peromyscus,,Cricetidae,Rodentia
truei,Peromyscus,,Cricetidae,Rodentia
alborufus,Petaurista,,Limoniidae,Diptera
electromontis,Phaner,,Cheirogaleidae,Primates
parienti,Phaner,,Cheirogaleidae,Primates
intermedius,Phenacomys,,Cricetidae,Rodentia
fasciata,Phoca,,Phocidae,Carnivora
groenlandica,Phoca,,Phocidae,Carnivora
largha,Phoca,,Phocidae,Carnivora
sibirica,Phoca,,Phocidae,Carnivora
vitulina,Phoca,,Phocidae,Carnivora
roborovskii,Phodopus,Cricetinae,Cricetidae,Rodentia
sungorus,Phodopus,Cricetinae,Cricetidae,Rodentia
erythrurus,Phrynocephalus,,Agamidae,Squamata
theobaldi,Phrynocephalus,,Agamidae,Squamata
blainvillii,Phyllomys,,Echimyidae,Rodentia
dasythrix,Phyllomys,,Echimyidae,Rodentia
catodon,Physeter,,Physeteridae,Cetacea
macrocephalus,Physeter,,Physeteridae,Cetacea
abramus,Pipistrellus,,Vespertilionidae,Chiroptera
kuhlii,Pipistrellus,,Vespertilionidae,Chiroptera
nathusii,Pipistrellus,,Vespertilionidae,Chiroptera
pipistrellus,Pipistrellus,,Vespertilionidae,Chiroptera
compressus,Platygonus,,Tayassuidae,Artiodactyla
lineatus,Platyrrhinus,,Phylostomidae,Chiroptera
matapalensis,Platyrrhinus,,Phylostomidae,Chiroptera
anchietae,Plerotes,,Pteropodidae,Chiroptera
salvania,Porcula,,Suidae,Artiodactyla
porcus,Potamochoerus,,Suidae,Artiodactyla
daltoni,Praomys,,Muridae,Rodentia
hartwigi,Praomys,,Muridae,Rodentia
jacksoni,Praomys,,Muridae,Rodentia
morio,Praomys,,Muridae,Rodentia
rostratus,Praomys,,Muridae,Rodentia
bengalensis,Prionailurus,,Felidae,Carnivora
viverrinus,Prionailurus,,Felidae,Carnivora
linsang,Prionodon,,Prionodontaceae,Hypnales
cancrivorus,Procyon,,Procyonidae,Carnivora
lotor,Procyon,,Procyonidae,Carnivora
cuvieri,Proechimys,,Echimyidae,Rodentia
echinothrix,Proechimys,,Echimyidae,Rodentia
gularis,Proechimys,,Echimyidae,Rodentia
guyannensis,Proechimys,,Echimyidae,Rodentia
quadruplicatus,Proechimys,,Echimyidae,Rodentia
roberti,Proechimys,,Echimyidae,Rodentia
semispinosus,Proechimys,,Echimyidae,Rodentia
trinitatis,Proechimys,,Echimyidae,Rodentia
simus,Prolemur,,Lemuridae,Primates
deckenii,Propithecus,,Indriidae,Primates
diadema,Propithecus,,Indriidae,Primates
cristata,Proteles,,Hyaenidae,Carnivora
nayaur,Pseudois,Caprinae,Bovidae,Artiodactyla
schaeferi,Pseudois,Caprinae,Bovidae,Artiodactyla
atrata,Pteralopex,,Pteropodidae,Chiroptera
taki,Pteralopex,,Pteropodidae,Chiroptera
parnellii,Pteronotus,,Mormoopidae,Chiroptera
personatus,Pteronotus,,Mormoopidae,Chiroptera
rubiginosus,Pteronotus,,Mormoopidae,Chiroptera
mephistophiles,Pudu,,Cervidae,Artiodactyla
puda,Pudu,,Cervidae,Artiodactyla
caspica,Pusa,,Phocidae,Carnivora
hispida,Pusa,,Phocidae,Carnivora
sibirica,Pusa,,Phocidae,Carnivora
tarandus,Rangifer,,Cervidae,Artiodactyla
melanotis,Raphicerus,,Bovidae,Artiodactyla
sharpei,Raphicerus,,Bovidae,Artiodactyla
argyrotaenia,Rasbora,,Cyprinidae,Cypriniformes
sumatrana,Rasbora,,Cyprinidae,Cypriniformes
baluensis,Rattus,,Muridae,Rodentia
exulans,Rattus,,Muridae,Rodentia
hoogerwerfi,Rattus,,Muridae,Rodentia
rattus,Rattus,,Muridae,Rodentia
fulvescens,Reithrodontomys,,Cricetidae,Rodentia
tenuirostris,Reithrodontomys,,Cricetidae,Rodentia
unicornis,Rhinoceros,,Rhinocerotidae,Perissodactyla
affinis,Rhinolophus,,Rhinolophidae,Chiroptera
euryale,Rhinolophus,,Rhinolophidae,Chiroptera
ferrumequinum,Rhinolophus,,Rhinolophidae,Chiroptera
hipposideros,Rhinolophus,,Rhinolophidae,Chiroptera
huananus,Rhinolophus,,Rhinolophidae,Chiroptera
luctus,Rhinolophus,,Rhinolophidae,Chiroptera
marshalli,Rhinolophus,,Rhinolophidae,Chiroptera
pearsonii,Rhinolophus,,Rhinolophidae,Chiroptera
pusillus,Rhinolophus,,Rhinolophidae,Chiroptera
siamensis,Rhinolophus,,Rhinolophidae,Chiroptera
sinicus,Rhinolophus,,Rhinolophidae,Chiroptera
thomasi,Rhinolophus,,Rhinolophidae,Chiroptera
hardwickei,Rhinopoma,,Rhinopomatidae,Chiroptera
aeneus,Rhogeessa,Vespertilioninae,Vespertilionidae,Chiroptera
alleni,Rhogeessa,Vespertilioninae,Vespertilionidae,Chiroptera
genowaysi,Rhogeessa,Vespertilioninae,Vespertilionidae,Chiroptera
mira,Rhogeessa,Vespertilioninae,Vespertilionidae,Chiroptera
parvula,Rhogeessa,Vespertilioninae,Vespertilionidae,Chiroptera
opimus,Rhombomys,,Muridae,Rodentia
cirnei,Rhynchocyon,,Macroscelididae,Macroscelidea
petersi,Rhynchocyon,,Macroscelididae,Macroscelidea
udzungwensis,Rhynchocyon,,Macroscelididae,Macroscelidea
diazi,Romerolagus,,Leporidae,Lagomorpha
aegyptiacus,Rousettus,,Pteropodidae,Chiroptera
amplexicaudatus,Rousettus,,Pteropodidae,Chiroptera
leschenaulti,Rousettus,,Pteropodidae,Chiroptera
leschenaultii,Rousettus,,Pteropodidae,Chiroptera
madagascariensis,Rousettus,,Pteropodidae,Chiroptera
obliviosus,Rousettus,,Pteropodidae,Chiroptera
duvaucelii,Rucervus,Cervinae,Cervidae,Artiodactyla
eldii,Rucervus,Cervinae,Cervidae,Artiodactyla
pyrenaica,Rupicapra,,Bovidae,Artiodactyla
timorensis,Rusa,Cervinae,Cervidae,Artiodactyla
unicolor,Rusa,Cervinae,Cervidae,Artiodactyla
suncoides,Ruwenzorisorex,,Soricidae,Soricomorpha
bilineata,Saccopteryx,Emballonurinae,Emballonuridae,Chiroptera
leptura,Saccopteryx,Emballonurinae,Emballonuridae,Chiroptera
tatarica,Saiga,,Bovidae,Artiodactyla
boliviensis,Saimiri,,Cebidae,Primates
anomalus,Sciurus,Sciurinae,Sciuridae,Rodentia
arizonensis,Sciurus,Sciurinae,Sciuridae,Rodentia
carolinensis,Sciurus,Sciurinae,Sciuridae,Rodentia
colliaei,Sciurus,Sciurinae,Sciuridae,Rodentia
granatensis,Sciurus,Sciurinae,Sciuridae,Rodentia
ignitus,Sciurus,Sciurinae,Sciuridae,Rodentia
nayaritensis,Sciurus,Sciurinae,Sciuridae,Rodentia
variegatoides,Sciurus,Sciurinae,Sciuridae,Rodentia
vulgaris,Sciurus,Sciurinae,Sciuridae,Rodentia
bergmansi,Scotonycteris,Rousettinae,Pteropodidae,Chiroptera
zenkeri,Scotonycteris,Rousettinae,Pteropodidae,Chiroptera
betpakdalaensis,Selevinia,,Gliridae,Rodentia
betulina,Sicista,,Dipodidae,Rodentia
nebouxii,Simosciurus,Sciurinae,Sciuridae,Rodentia
stramineus,Simosciurus,Sciurinae,Sciuridae,Rodentia
pearsoni,Solisorex,,Soricidae,Soricomorpha
alashanicus,Spermophilus,,Sciuridae,Rodentia
brevicauda,Spermophilus,,Sciuridae,Rodentia
dauricus,Spermophilus,,Sciuridae,Rodentia
erythrogenys,Spermophilus,,Sciuridae,Rodentia
fulvus,Spermophilus,,Sciuridae,Rodentia
major,Spermophilus,,Sciuridae,Rodentia
musicus,Spermophilus,,Sciuridae,Rodentia
pallidicauda,Spermophilus,,Sciuridae,Rodentia
pygmaeus,Spermophilus,,Sciuridae,Rodentia
ralli,Spermophilus,,Sciuridae,Rodentia
relictus,Spermophilus,,Sciuridae,Rodentia
suslicus,Spermophilus,,Sciuridae,Rodentia
zygaena,Sphyrna,,Sphyrnidae,Carcharhiniformes
maculatus,Spilocuscus,,Phalangeridae,Diprotodontia
angustifrons,Spilogale,,Mephitidae,Carnivora
gracilis,Spilogale,,Mephitidae,Carnivora
interrupta,Spilogale,,Mephitidae,Carnivora
putorius,Spilogale,,Mephitidae,Carnivora
pygmaea,Spilogale,,Mephitidae,Carnivora
attenuata,Stenella,,Teratosphaeriaceae,Mycosphaerellales
longirostris,Stenella,,Teratosphaeriaceae,Mycosphaerellales
gregalis,Stenocranius,,Cricetidae,Rodentia
raddei,Stenocranius,,Cricetidae,Rodentia
bakeri,Sturnira,Stenodermatinae,Phyllostomidae,Chiroptera
ludovici,Sturnira,Stenodermatinae,Phyllostomidae,Chiroptera
tildae,Sturnira,Stenodermatinae,Phyllostomidae,Chiroptera
annandalei,Sundamys,,Muridae,Rodentia
maxi,Sundamys,,Muridae,Rodentia
muelleri,Sundamys,,Muridae,Rodentia
altitudinis,Sundasciurus,Callosciurinae,Sciuridae,Rodentia
hippurus,Sundasciurus,Callosciurinae,Sciuridae,Rodentia
jentinki,Sundasciurus,Callosciurinae,Sciuridae,Rodentia
lowii,Sundasciurus,Callosciurinae,Sciuridae,Rodentia
robinsoni,Sundasciurus,Callosciurinae,Sciuridae,Rodentia
tahan,Sundasciurus,Callosciurinae,Sciuridae,Rodentia
tenuis,Sundasciurus,Callosciurinae,Sciuridae,Rodentia
suricatta,Suricata,,Herpestidae,Carnivora
andinus,Sylvilagus,,Leporidae,Lagomorpha
aquaticus,Sylvilagus,,Leporidae,Lagomorpha
bachmani,Sylvilagus,,Leporidae,Lagomorpha
brasiliensis,Sylvilagus,,Leporidae,Lagomorpha
floridanus,Sylvilagus,,Leporidae,Lagomorpha
gabbi,Sylvilagus,,Leporidae,Lagomorpha
parentum,Sylvilagus,,Leporidae,Lagomorpha
transitionalis,Sylvilagus,,Leporidae,Lagomorpha
syndactylus,Symphalangus,,Hylobatidae,Primates
caffer,Syncerus,Bovinae,Bovidae,Artiodactyla
australis,Tadarida,,Molossidae,Chiroptera
brasiliensis,Tadarida,,Molossidae,Chiroptera
latouchei,Tadarida,,Molossidae,Chiroptera
teniotis,Tadarida,,Molossidae,Chiroptera
canipes,Tamias,,Sciuridae,Rodentia
quadrivittatus,Tamias,,Sciuridae,Rodentia
sibiricus,Tamias,,Sciuridae,Rodentia
maritimus,Tamiops,,Sciuridae,Rodentia
mcclellandii,Tamiops,,Sciuridae,Rodentia
rodolphii,Tamiops,,Sciuridae,Rodentia
swinhoei,Tamiops,,Sciuridae,Rodentia
bairdii,Tapirus,,Tapiridae,Perissodactyla
pinchaque,Tapirus,,Tapiridae,Perissodactyla
terrestris,Tapirus,,Tapiridae,Perissodactyla
pecari,Tayassu,,Tayassuidae,Artiodactyla
cynocephalus,Thylacinus,,Thylacinidae,Dasyuromorphia
matacus,Tolypeutes,,Dasypodidae,Cingulata
tricinctus,Tolypeutes,,Dasypodidae,Cingulata
bidens,Tonatia,,Phyllostomidae,Chiroptera
saurophila,Tonatia,,Phyllostomidae,Chiroptera
rhipidurus,Toromys,Echimyinae,Echimyidae,Rodentia
cirrhosus,Trachops,,Phyllostomidae,Chiroptera
angasii,Tragelaphus,,Bovidae,Artiodactyla
buxtoni,Tragelaphus,,Bovidae,Artiodactyla
oryx,Tragelaphus,,Bovidae,Artiodactyla
scriptus,Tragelaphus,,Bovidae,Artiodactyla
strepsiceros,Tragelaphus,,Bovidae,Artiodactyla
javanicus,Tragulus,,Tragulidae,Artiodactyla
kanchil,Tragulus,,Tragulidae,Artiodactyla
ornatus,Tremarctos,,Ursidae,Carnivora
menamena,Triaenops,,Rhinonycteridae,Chiroptera
persicus,Triaenops,,Rhinonycteridae,Chiroptera
vulpecula,Trichosurus,,Phalangeridae,Diprotodontia
truncatus,Tursiops,,Delphinidae,Cetacea
chapensis,Typhlomys,,Platacanthomyidae,Rodentia
cinereus,Typhlomys,,Platacanthomyidae,Rodentia
fengjiensis,Typhlomys,,Platacanthomyidae,Rodentia
cinereoargenteus,Urocyon,,Canidae,Carnivora
americanus,Ursus,,Ursidae,Carnivora
arctos,Ursus,,Ursidae,Carnivora
thibetanus,Ursus,,Ursidae,Carnivora
foramena,Vernaya,Murinae,Muridae,Rodentia
fulva,Vernaya,Murinae,Muridae,Rodentia
meiguites,Vernaya,Murinae,Muridae,Rodentia
nushanensis,Vernaya,Murinae,Muridae,Rodentia
murinus,Vespertilio,,Vespertilionidae,Chiroptera
pacos,Vicugna,,Camelidae,Artiodactyla
altiloquus,Vireo,,Vireonidae,Passeriformes
megaspila,Viverra,,Viverridae,Carnivora
zibetha,Viverra,,Viverridae,Carnivora
indica,Viverricula,,Viverridae,Carnivora
ursinus,Vombatus,,Vombatidae,Diprotodontia
chama,Vulpes,,Canidae,Carnivora
lagopus,Vulpes,,Canidae,Carnivora
rueppellii,Vulpes,,Canidae,Carnivora
vulpes,Vulpes,,Canidae,Carnivora
zerda,Vulpes,,Canidae,Carnivora
pichiy,Zaedyus,,Dasypodidae,Cingulata
californianus,Zalophus,,Otariidae,Carnivora
japonicus,Zalophus,,Otariidae,Carnivora
wollebaeki,Zalophus,,Otariidae,Carnivora
cavirostris,Ziphius,,Hyperoodontidae,Cetacea
